SEX,STATUS,QUALIFICATIONS,EMPLOYER,LEVEL
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
F,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
M,F,P,,P
X,F,P,,P
X,F,P,,P
X,F,P,,P
F,F,P WITH TRANSITION,I,P
F,F,P WITH TRANSITION,L,P
F,F,P WITH TRANSITION,L,P
F,F,P WITH TRANSITION,L,P
F,F,P WITH TRANSITION,L,P
F,F,P WITH TRANSITION,L,P
F,F,P WITH TRANSITION,L,P
F,F,P WITH TRANSITION,L,P
F,F,P WITH TRANSITION,L,P
F,F,P WITH TRANSITION,L,P
F,F,P WITH TRANSITION,L,P
F,F,P WITH TRANSITION,L,P
F,F,P WITH TRANSITION,L,P
F,F,P WITH TRANSITION,L,P
F,F,P WITH TRANSITION,L,P
F,F,P WITH TRANSITION,L,P
F,F,P WITH TRANSITION,L,P
F,F,P WITH TRANSITION,L,P
F,F,P WITH TRANSITION,L,P
F,F,P WITH TRANSITION,L,P
F,F,P WITH TRANSITION,L,P
F,F,P WITH TRANSITION,L,P
F,F,P WITH TRANSITION,L,P
F,F,P WITH TRANSITION,L,P
F,F,P WITH TRANSITION,L,P
F,F,P WITH TRANSITION,L,P
